State,Date,Address,Description,Type,Latitude,Longitude,Number
OH,3/22/14,"Graham County Land Company, Hannibal, OH 43931",Worker struck and killed by falling tree. ,Fatality,39.6637014,-80.8716789,1
WA,1/16/14,"Dawn Til Dusk, LLC, Toldeo, WA 98591",Worker struck and killed by falling trees.,Fatality,46.4642769,-122.7398348,1
IA,1/16/14,"Ehret Roofing, Burlington, IA 52601",Worker died in fall from roof.,Fatality,40.8076529,-91.1128901,1
FL,1/16/14,"Fire Stop Systems Inc., Miami Beach, FL 33139",Worker died in fall from scaffold. ,Fatality,25.783312,-80.1484407,1
TX,1/16/14,"Fred Loya Insurance, El Paso, TX 79935",Worker killed in motor vehicle collision.,Fatality,31.7601272,-106.3287199,1
FL,1/16/14,"GLF Construction Corp., Lamont, FL 32336",Worker was crushed when a bridge panel fell on him during removal.,Fatality,30.1774439,-83.8685072,1
FL,1/16/14,"Plant City Air, Saint Petersburg, FL 33711",Worker caulking holes died in fall from false ceiling.,Fatality,27.7374908,-82.6861446,1
MA,1/16/14,"Sea Watch International LTD, New Bedford, MA 02740",Worker killed when his clothes became entangled in the rotating shaft of a shucking machine.,Fatality,41.6381659,-70.9368469,1
PR,1/16/14,"Sunset Contractors & Recycling, Inc., Rio Piedras, PR 00925",Worker died in falll.,Fatality,18.3997222,-66.05,1
HI,1/16/14,"Titanium Roofing, LLC, Honolulu, HI 96819",Worker died in fall through a skylight.,Fatality,21.3644294,-157.8689014,1
CA,1/15/14,"Forest Memorial Christian Church, Pittsburg, CA 94565",Worker killed in fall from roof while making repairs. ,Fatality,38.0279762,-121.8846806,1
TX,1/15/14,"JM Test Systems, Refugio, TX 78377",Worker delivering equipment killed in vehicle collision.,Fatality,28.3052838,-97.2752704,1
IL,1/15/14,"Riverview Materials, Riverdale, IL 60827",Worker killed when caught between moving conveyor and hopper wall.  ,Fatality,41.6333678,-87.6331021,1
DC,1/15/14,"W.A. Chester LLC, Washington, DC 20016",Worker standing in back of truck was struck and killed by another vehicle.,Fatality,38.9374808,-77.0852258,1
MD,1/14/14,"Allegheny Property Rental Management, LLC, Cumberland, MD 21502",One worker died and another hospitalized from carbon monoxide exposure.,Fatality,39.6528654,-78.7625185,1
NY,1/14/14,"County Petroleum Products, Ferndale, NY 12734",Worker died in fall from top of fuel truck.,Fatality,41.717385,-74.7688173,1
ID,1/14/14,"Custom Gutters, Post Falls, ID 83854",Employer died in fall while preparing gutter installation. ,Fatality,47.7179578,-116.9515856,1
TX,1/14/14,"M Z Flooring, Canyon Lake, TX 78133",Worker performing painting operations was killed in fall.,Fatality,29.8781434,-98.2431747,1
LA,1/14/14,"Park Group Construction LLC, Cameron, LA 70631",Four carpenters were hospitalized after being shocked by power lines during scaffold setup.,Catastrophe,29.7977212,-93.3251535,1
KY,1/14/14,"Summit Engineering Inc., Pikeville, KY 41501",Worker killed in motor vehicle collision.,Fatality,37.4792672,-82.5187629,1
IL,1/13/14,"Danceworks Chicago Inc., Chicago, IL 60630",Dancer struck and killed by a steel aerial acrobatics ring during rehearsal.,Fatality,41.9720786,-87.7517295,1
OH,1/13/14,"F.W. Kibler Milling Co. Inc., Mount Orab, OH 45154",Worker unloading a pallet from boom truck was killed when  forklift tipped over.,Fatality,39.0275659,-83.919652,1
ID,1/13/14,"Hirai Farms LLC, Wendell, ID 83355",Worker crushed between a semi-truck and a combine.,Fatality,42.7757368,-114.7042168,1
WI,1/13/14,"J. H. Findorff & Son Inc., Madison, WI 53725",Worker died after falling from a scaffold.,Fatality,43.06,-89.4,1
WV,1/13/14,"Lee's Transport Company Inc., Holden, WV 25625",Worker died in fall from flat bed trailer.,Fatality,37.8231974,-82.0788445,1
OH,1/13/14,"Moorhead Brothers Inc., London, OH 43140",Worker struck and killed by a truck.,Fatality,39.8864493,-83.4482529,1
NM,1/13/14,"Pirtle Farms, LP , Dexter, NM 88230",Worker struck and killed by falling corn silage.,Fatality,33.197328,-104.3730202,1
UT,1/13/14,"Skyline Roofing, Inc., St. George, UT 84770",Worker died in fall from roof.,Fatality,37.0965278,-113.5684164,1
NY,1/12/14,"Auto Laundry Car Wash Corporation, Brooklyn, NY 11216",Worker struck and killed by motor vehicle.,Fatality,40.6788319,-73.9506774,1
OH,1/11/14,"TVEK Enterprises, Mingo Junction, OH 43938",Worker died after becoming caught in belt and pulley moving dirt pile.,Fatality,40.321736,-80.6097962,1
TX,1/10/14,"Dept. of Homeland Security Customs Border Patrol, Falfurrias, TX 78355",Three border patrol workers hospitalized when their helicopter made a hard-landing.,Catastrophe,27.2269872,-98.1441714,1
FL,1/10/14,"Grand Villa of Delray West, Delray Beach, FL 33484",Worker drowned when the vehicle he was driving was carried away by floodwater.,Fatality,26.4608477,-80.1372757,1
GA,1/10/14,"South Georgia Staffing Inc., Sparks, GA 31647",Worker struck and killed by vehicle.,Fatality,31.1668572,-83.4373831,1
CO,1/9/14,"Greene's Energy Group LLC, Campo, CO 81029",Worker struck and killed by chocker while trying to free semi-truck from an excavator.,Fatality,37.105019,-102.5796377,1
FL,1/9/14,"United Signs & Signals Inc., Hernando, FL 34442",Three workers hospitalized after being struck and shocked by falling light pole. ,Catastrophe,28.8999815,-82.3745401,1
TX,1/8/14,"Motion Envelopes, Dallas, TX 75212",Worker electrocuted while working on press machine.,Fatality,32.782978,-96.8833562,1
FL,1/8/14,"Pacific Architects and Engineers Inc., Eglin AFB, FL 32542",Worker died after being engulfed in fire suppressant foam that  filled hangar.,Fatality,30.4635583,-86.5533382,1
AL,1/8/14,"R R Dawson Bridge Company LLC, Montgomery, AL 36101",Two workers killed in fall from aerial platform. ,Fatality,32.3737981,-86.3110071,1
IN,1/8/14,"TOA (USA), LLC, Mooresville, IN 46158",Worker died from burns caused by a stationery welder.,Fatality,39.6128243,-86.37416,1
KY,1/7/14,"Bill Collins Ford, Inc. , Louisville, KY 40218",Worker pinned and crushed by car during oil change.,Fatality,38.1891095,-85.6588999,1
TX,1/7/14,"Messer Construction Co. Inc., Amarillo, TX 79109",Worker struck and killed by vehicle that fell off fork lift. ,Fatality,35.1633874,-101.900579,1
OR,1/7/14,"Siletz Trucking, Inc. , Grand Ronde, OR 97347",Worker killed when log truck he was driving fell down a ravine.,Fatality,45.060113,-123.6092771,1
TX,1/7/14,"Tiger Sanitation Inc., San Antonia, TX 78263",Worker struck and killed by vehicle while exiting refuse collection truck. ,Fatality,29.3554237,-98.3197946,1
UT,1/6/14,"Benton Packing, LLC, Clearfield, UT 84016",Worker struck and killed by a motor vehicle.,Fatality,41.0891036,-112.0256725,1
WA,1/6/14,"North Coast Iron Corp, Seattle, WA 98109",Worker killed in fall from scaffold.,Fatality,47.6288591,-122.3456919,1
FL,1/4/14,"H & L Landscaping Inc., Sanford, FL 32773",Worker electrocuted by overhead power lines while tree trimming.,Fatality,28.7405957,-81.2739073,1
FL,1/3/14,"Lee County Electric Cooperative Inc., North Fort Myers, FL 33917",Worker killed in a motor vehicle collision. ,Fatality,26.6672935,-81.8800861,1
TX,1/3/14,"Liquid Environmental Solutions, Arlington, TX 76012",Worker struck and killed when pressurized tank failed.,Fatality,32.757305,-97.1413222,1
FL,1/2/14,"H.E.R. Engineering Inc., Ruskin, FL 33572",Worker died after being engulfed by a collapsed trench. ,Fatality,27.7689581,-82.4048423,1
PA,1/2/14,"Propper Bulk Handlers Corporation, Fairless Hills, PA 19030",Worker operating excavator died after being engulfed by collapsed salt pile.,Fatality,40.1795537,-74.8551644,1
IA,1/1/14,"Wal-Mart Stores, Inc., Clinton, IA 52732",Worker killed in fall from ladder.  ,Fatality,41.8444735,-90.1887379,1
TX,12/31/13,"Anchor Roofing, Palestine, TX 75801",Worker died after falling from roof. ,Fatality,31.7621153,-95.6307891,1
IL,12/31/13,"Carlson Siding and Construction LLC, Normal, IL 61761",Worker performing siding activities killed in fall from roof.,Fatality,40.5142026,-88.9906312,1
VA,12/31/13,"Lyon Shipyard, Norfolk, VA 23523",Worker struck and killed by falling dredge pipe. ,Fatality,36.8339739,-76.2768755,1
TX,12/31/13,"Nabors Drilling USA LP, Gonzales, TX 78629",Worker died from burns after falling through broken access door into hot mud pit.,Fatality,29.5016257,-97.4524926,1
ND,12/31/13,"Nabors Drilling USA, Williston, ND 58801",Worker struck and killed by falling section of drilling pipe.,Fatality,48.1469683,-103.6179745,1
VT,12/30/13,"Bond Auto Parts,  Springfield, VT 05156",Worker killed in a motor vehicle collision.,Fatality,43.2983665,-72.4823306,1
PA,12/30/13,"Five Star International LLC, Erie, PA 16509",Worker crushed and killed when vehicle fell onto him. ,Fatality,42.0494171,-80.0423151,1
OK,12/30/13,"Jericho Services Inc., Dacoma, OK 73731",Worker killed when his vehicle was struck by a train.,Fatality,36.6594764,-98.5631366,1
CA,12/30/13,"Lexanic Transport and Logistic Inc., Santa Fe Springs, CA 90670",Worker was crushed between a semi-trailer truck and a loading dock.,Fatality,33.9472359,-118.0853451,1
MA,12/30/13,"Signature Flight Support Corporation, East Boston,  MA 02128",Worked struck by truck and crushed against jet fuel pump and tanks.          ,Fatality,42.3702137,-71.0388601,1
MD,12/30/13,"Washington Metropolitan Area Transit Authority, Silver Spring, MD 20904",Worker crushed between bus and wall.,Fatality,39.0533891,-76.9758274,1
KY,12/30/13,"Yates Farms, Inc., Slaughters, KY 42456",Worker struck and killed by tree while conducting cutting operations.,Fatality,37.4889336,-87.5022239,1
TX,12/29/13,"Blue Line Drilling Co. LLC, San Angelo, TX 76901",Worker struck and killed by truck when it rolled back while flatbed was being unhitched.,Fatality,31.4637723,-100.4370375,1
IL,12/28/13,"1900 Lincoln Highway ABF Freight Systems Inc., Sauk Village, IL 60411",Worker struck and killed by a trailer yard tractor.,Fatality,41.4883685,-87.5675414,1
CA,12/27/13,"West Coast Roofing, Ventura, CA 93003",Worker died in fall through roof opening.,Fatality,34.2985355,-119.2204548,1
MO,12/26/13,"DirectTV, St. Louis, MO 63101",Worker driving a van killed in vehicle collision.,Fatality,38.6305392,-90.1928216,1
IL,12/26/13,"P.S. Demolition Inc., Vernon Hills, IL 60061",Worker struck and killed by a piece of falling precast concrete.,Fatality,42.2393323,-87.9653565,1
WA,12/25/13,"Bureau of Reclamation Pacific Northwest Region, Coulee City, WA 99115",Worker inspecting flood gate died in fall from edge of dam.,Fatality,47.6112561,-119.2922499,1
WA,12/25/13,"Eschbach Charles P, Everett, WA 98208",Worker crushed to death by motor vehicle while replacing rear shocks.,Fatality,47.8979318,-122.2089471,1
NJ,12/24/13,"Scholes Electric & Communications, Bridgewater, NJ 08807",Worker electrocuted by energized panel.,Fatality,40.5971482,-74.6283316,1
WA,12/23/13,"Lutton Trucking, Inc., McCleary, WA 98557",Worker transporting logs killed in vehicle collision.,Fatality,47.053151,-123.2654308,1
TX,12/23/13,"Texas H&H Contractors, Mission, TX 78574",Worker performing painting died in fall from scissor lift.,Fatality,26.2159066,-98.3252932,1
IL,12/22/13,"Tovar Snow Professionals Inc., Oak Brook, IL 60522",Worker killed in fall from truck during roadway salting oeprations.,Fatality,41.803744,-87.9270453,1
OK,12/21/13,"Mid-America Liner, Seiling, OK 73663",Worker in a company passenger van killed in vehicle collision. ,Fatality,36.1480957,-98.9242615,1
OH,12/19/13,"Carrollton Farmer's Exchange, Mechanicstown, OH 44651",Worker died after delivery truck parked on icy incline rolled over onto him.  ,Fatality,40.6186729,-80.9512006,1
OH,12/19/13,"Don King, Blacklick, OH 43004",Worker cutting tree died after being struck by limb and falling to the ground.,Fatality,40.0144647,-82.8101975,1
TX,12/19/13,"Robinson Grain Company LLC, Panhandle, TX 79068",Worker struck and killed by train.,Fatality,35.3456038,-101.3804447,1
FL,12/19/13,"W.G. Yates & Sons Construction Company, Perry, FL 32348",Worker died from exposure to chlorine dioxide.,Fatality,30.1174351,-83.5818147,1
TX,12/18/13,"Carlos Bernal Concrete, Haslet, TX 76052",Worker cleaning manhole covers struck and killed by motor vehicle.,Fatality,32.9748469,-97.3477957,1
TX,12/18/13,"ISI Construction, Repair, and Maintenance Inc., San Antonio, TX 78223",Worker struck and killed by motor vehicle while removing traffic signs.,Fatality,29.3037971,-98.4074573,1
TX,12/18/13,"Loomis US, Houston, TX 77042",Worker shot and killed after exiting armored truck with money.,Fatality,29.7392244,-95.5538528,1
AR,12/18/13,"Riceland Foods Inc., Tuckerman, AR 72473",Worker killed in fall after being knocked from elevated pallet by cable. ,Fatality,35.7306327,-91.1984601,1
ND,12/18/13,"United Pulse Trading Inc., Williston, ND 58801",Worker crushed to death by forklift.,Fatality,48.1469683,-103.6179745,1
TX,12/17/13,"Hunter Hauling LLC, N. Moulton, TX 77975",Worker killed by blast from tank trailer that exploded during welding operations.,Fatality,29.5749585,-97.1427643,1
TX,12/17/13,"Jasdem Inc., Belton, TX 76513",Worker power washing asphalt tank struck and killed by piece of falling asphalt.,Fatality,31.0560132,-97.464453,1
WI,12/17/13,"Maribon Group Inc., Appleton, WI 54914",Victim killed in a weather-related vehicle collision.,Fatality,44.26558,-88.4306955,1
NY,12/16/13,"NYSDSP Troop T Fultonville Station, Amsterdam, NY 12010",Worker died when his parked vehicle was rear-ended by tractor trailer.,Fatality,42.9377453,-74.190356,1
ID,12/16/13,"Pacific Steel & Recycling, Boise, ID 83702",Worker killed when the powered industrial truck he was driving flipped over. ,Fatality,43.6624385,-116.1630431,1
FL,12/16/13,"Pardel Export Company Inc., Miami, FL 33166",Worker struck and killed by machinery parts that fell from truck during offloading.,Fatality,25.8235041,-80.3101684,1
TX,12/15/13,"Tarsco, Corpus Christi, TX 78409",Two workers killed in fall from rafters when the column they were installing collapsed.,Fatality,27.8025401,-97.5138947,1
NY,12/14/13,"Accurate Elevator Fire Door Corp., New York, NY 10024",Worker struck and killed by brick.  ,Fatality,40.7859464,-73.9741874,1
OH,12/14/13,"G and J Pepsi Cola Bottlers Inc., Columbus, OH 43219",Worker killed in vehicle collision.,Fatality,40.0415191,-82.9178838,1
OH,12/14/13,"The Comp Dairy Farm LPD, Dorset, OH 44032",Worker killed when tractor flipped over into manure pond.,Fatality,41.677921,-80.6548882,1
LA,12/13/13,"Cajun Sugar Cooperative INC., New Iberia, LA 70563",Worker died after being caught in rollers of sugar cane crusher,Fatality,30.0035365,-91.8187285,1
NC,12/13/13,"Deep River Dyeing Company, Inc., Randleman, NC 27317",Worker killed when he fell into centrifuge extractor.,Fatality,35.8179143,-79.8030873,1
CA,12/13/13,"South Green Transportation, Ontario, CA 91761",Worker crushed by truck.,Fatality,44.436984,-81.389479,1
NJ,12/12/13,"Fairfield Maintenance Inc., Livingston, NJ 07039",Worker struck and killed by dump truck while refilling underground fuel tank.,Fatality,40.7862871,-74.3300842,1
TX,12/12/13,"MCG Drilling, Abilene, TX 79605",Worker struck and killed by trash vehicle that was backing up.,Fatality,32.4389231,-99.7790227,1
KY,12/11/13,"Anderson Ferry Inc., Hebron, KY 41048",Worker drowned after falling off ferry.,Fatality,39.0661472,-84.7031888,1
GA,12/11/13,"Cimco Refrigeration Inc., Athens, GA 30608",Worker died in fall from roof.,Fatality,33.9576684,-83.3751616,1
IN,12/11/13,"NiCorr/Pioneer (Jarod), Tippecanoe, IN 46570",Worker crushed between piece of machinery and trailer.,Fatality,41.2089559,-86.1149358,1
KS,12/11/13,"Ronald Weber Farms, Saint John, KS 67576",Worker crushed and killed between rear wheel and wheel hub of tractor.,Fatality,38.0022371,-98.7600887,1
KY,12/10/13,"Anderson Ferry Inc., Hebron, KY 41048",Worker drowned after falling from deck of ferry.,Fatality,39.0661472,-84.7031888,1
KY,12/10/13,"CEMEX, Louisville, KY 40200",Worker struck and killed by motor vehicle while performing flagging duties.,Fatality,--,--,1
NH,12/10/13,"Pleasant View Gardens Inc., Loudon, NH 03307",Worker died after being trapped between steel structure and scissor lift.,Fatality,43.2856337,-71.4672651,1
ID,12/10/13,"Western Heating & Air Conditioning Inc., Garden City, ID 83714",Worker died in fall from ladder. ,Fatality,43.6221108,-116.2381744,1
MA,12/9/13,"Boston Bridge & Steel Inc., Boston, MA 02128",Worker killed when steel arch in shop tipped over.,Fatality,42.3695431,-71.0200613,1
TX,12/9/13,"Citizens-Shallowater Co-Op Gin, Shallowater, TX 79363",Worker struck and killed by train.,Fatality,33.6889728,-101.9982275,1
NY,12/9/13,"City Recycling Corp., Melville, NY 11747",Worker struck and killed by compactor.,Fatality,40.7934322,-73.4151214,1
CA,12/9/13,"OR Express, Fresno, CA 93710",Worker crushed to death between loading dock and tractor trailer.,Fatality,36.8179331,-119.7599761,1
IL,12/7/13,"Nation Pizza and Foods, Schaumburg, IL 60173",Temporary worker died after forklift he was operating fell between truck and dock. ,Fatality,42.0467637,-88.0460894,1
FL,12/7/13,"Richard Ahlers Carpentry, Jacksonville, FL 32225",Worker repairing roof died in fall from stepladder.,Fatality,30.3658304,-81.4937993,1
NV,12/6/13,"Chermac Builders Inc., Henderson, NV 89074",Worker killed in fall from extension ladder.,Fatality,36.0376448,-115.0762536,1
CA,12/6/13,"Nicolas Obispo, Los Angeles, CA 90025",Worker died in fall from palm tree.,Fatality,34.0448583,-118.4484367,1
MA,12/5/13," East Coast Fireproofing, Boston, MA 02122",Worker died after being caught between steel beam and scissor lift.,Fatality,42.2967146,-71.0527482,1
