State,Date,Address,Description,Type,Latitude,Longitude,Number
CA,7/30/13,"Delta Sandblasting Co. Inc., Alameda, CA 94501",Employee collapsed and died after performing sandblasting inside a tank on a cargo ship. ,Fatality,37.7712165,-122.2824021,1
CA,7/30/13,"Modern Surfaces Inc., Newport Beach, CA 92660",Worker drowned while repairing tile in a jacuzzi.,Fatality,33.6301328,-117.8721676,1
PA,7/30/13,"P.K. Moyer & Sons, Inc., Landsdale, PA 19446",Employee died after being struck and killed by a street sweeper during road repaving work.  ,Fatality,40.2414952,-75.2837862,1
OR,7/30/13,"Wilson Construction Co., Gold Beach, OR 97444",Construction worker killed by electric shock.,Fatality,42.4073334,-124.421774,1
FL,7/29/13,"Ferrellgas L.P. Limited Partnership, Tavares, FL 32778",Six employees were hospitalized after a fire and explosion occurred in the inventory area of a propane distributor.,Catastrophe,28.8041579,-81.725632,1
GA,7/29/13,"Gilman Building Products, LLC, Fitzgerald, GA 31750",Worker fatally crushed after being caught between stacks of lumber during forklift operations. ,Fatality,31.7149082,-83.2526545,1
KS,7/29/13,"Suburban Landscape Management, Wichita, KS 67216",Worker struck and killed by passing vehicle while operating a weedeater alongside the road.,Fatality,37.613743,-97.3192542,1
WI,7/29/13,"Torrance Casting Inc., La Cross, WI 54603",Worker died after falling into furnace while performing maintenance on it. ,Fatality,43.8697353,-91.2794744,1
WI,7/28/13,"1706 S. 68th St., West Allis, WI 53214",Worker died after falling from a rig while removing machinery from a foundry.,Fatality,43.010993,-87.996938,1
FL,7/28/13,"Florida Sheriffs Youth Ranches, Inc., Live Oak, FL 32060",Employee died in a traffic accident.,Fatality,30.2949457,-82.98402,1
OK,7/28/13,"Pump and Supply LLC, Edmond, OK 73013",Worker electrocuted when energized wires contacted the metal frame of a water pump he was using.,Fatality,35.6264403,-97.5138947,1
PA,7/27/13,"Asplundh, Bethlehem, PA 18018",Worker electrocuted during tree trimming operations when his aerial basket contacted overhead power lines.  ,Fatality,40.6238902,-75.3936808,1
OH,7/27/13,"Graycor Construction Company Inc., Beachwood, OH 44122",Four workers hospitalized after exposure to mold other chemicals during a paint remediation project.,Catastrophe,41.4644979,-81.5087322,1
TX,7/27/13,"Navasota Oil Co., Madisonville, TX 77864",Worker died from head injuries after a vehicular accident. ,Fatality,30.9499111,-95.9116188,1
NJ,7/26/13,"321 Commercial Avenue Super King Sauna NJ, LLC, Park, NJ 07650",Employee found dead inside a granite stone sauna oven area. ,Fatality,40.8485005,-73.9976946,1
OR,7/26/13,"Burke L. Lathrop, Tollgate, OR 97759",Worker killed when a truck rolled over onto him.,Fatality,44.3498649,-121.5514717,1
IL,7/25/13,"Columbia Pipe & Supply Co., Rockford,  IL 61108",Employee crushed when caught between a pipe and the ground while off-loading a trailer.,Fatality,42.2610481,-88.9509626,1
IL,7/25/13,"J&M Hauling Co. Inc., Evanston, IL 60201",Employee suffered fatal injuries after being struck in the head by a crowbar. ,Fatality,42.0450722,-87.6876969,1
MA,7/25/13,"James McNally Roofing and Siding, Sandwich, MA 02563",Worker died after falling nearly 40 feet from a roof. ,Fatality,41.7521548,-70.5145939,1
TX,7/25/13,"Patterson-UTI Drilling Company LLC, Houston, TX 77049",Worker died after being pinned between two trucks while preparing to connect a winch line.,Fatality,29.8390871,-95.1536327,1
TX,7/24/13,"Bridgeport Tank Trucks LLC, Bridgeport, TX 76426",Mechanic killed when residual vapors inside a tanker truck ignited while he was replacing the truck's valve.,Fatality,33.2101155,-97.7547552,1
OR,7/24/13,"Fontana Wood Products of Oregon Inc.,                                                                 Prineville, OR 97754",Worker was crushed while dismantling parts from iron frame for salvage.,Fatality,44.2998485,-120.8344664,1
NY,7/24/13,"Hudson River Construction Co. Inc., Wynantskill,  NY 12198",Employee killed when a truck rolled over him while he performed road paving operations. ,Fatality,42.6967455,-73.644284,1
TX,7/24/13,"Sergio A Gaytan , Garland, TX 75041",Employee died after falling 25-feet through a roof opening while installing new air conditioner. ,Fatality,32.8778842,-96.649522,1
OH,7/23/13,"Cheney Pulp and Paper Company, Franklin, OH 45005",Worker killed when a piece of fabricated steel struck him in the chest as he cleaned excess paper pulp from a digester machine.,Fatality,39.5589474,-84.3041074,1
MA,7/23/13,"Diaz Construction Co. Inc., Plymouth, MA 02360",Employee fatally crushed when a piece of formwork he was constructing fell on him.,Fatality,41.8804637,-70.645473,1
OH,7/23/13,"LCN Holdings Inc., Perry, OH 44081",Worker died after falling backwards from a fork truck while completing tree trimming activities.,Fatality,41.7603259,-81.1409322,1
SD,7/23/13,"Lien Transportation Company, Aberdeen, SD 57401",Worker struck and killed by a semi-trailer while serving as a spotter at a construction site. ,Fatality,45.4646985,-98.4864829,1
TN,7/23/13,"Preferred Sandblasting & Painting LLC, Sparta, TN 38583",Worker died from a 30-foot fall when a suspension scaffolding support cable pulled free.,Fatality,35.9258985,-85.4641421,1
OK,7/23/13,"Western Flyer Express, Inc., Oklahoma City,  OK 73149",Driver died after a PVC pipe rolled off a trailer and struck him.,Fatality,35.3831074,-97.4868283,1
NC,7/22/13,"Paul Harris Farms Inc., Robersonville, NC 27871",Worker killed after being pulled into the conveyor of a tobacco harvester.   ,Fatality,35.8251589,-77.2491298,1
IL,7/20/13,"Dukane Precast Incorporated, Aurora, IL 60502",Employee killed while cleaning a cement mixer that activated while the employee was inside.,Fatality,41.7773033,-88.2558525,1
GA,7/20/13,"Phoenix Rigging & Erecting LLC, Macon, GA 31206",Employee fatally crushed when a portion of a crane fell on him while removing the mast of a latice boom. ,Fatality,32.7962119,-83.6880257,1
IL,7/20/13,"Whitledge Tree Service LLC, Mount Carmel, IL 62863",Employee struck and killed by tree limb while removing limbs entangled in a telephone line.,Fatality,38.4108801,-87.7614174,1
NY,7/19/13,"133-25 131 St., South Ozone Park, NY 11420",Employee died after falling from roof while conducting repairs at private residence.,Fatality,40.668604,-73.807524,1
KY,7/19/13,"Bicketts Tilling and Excavation LLC, Owensboro, KY 42302",Worker struck and killed by a falling tree while clearing trees.,Fatality,37.77,-87.11,1
CA,7/19/13,"C2R Farms Inc., Hemet, CA 92545",Worker struck and killed by falling planting machine located on a flatbed truck. ,Fatality,33.7475203,-116.9719684,1
NY,7/19/13,"Cooper Tank & Welding Corp., Brooklyn, NY 11211",Employee died of heat exhaustion while sorting construction debris on a conveyer belt at a concrete recycling plant.,Fatality,40.7064461,-73.9536163,1
NJ,7/19/13,"Logram-Eastern Electric Corporation, Hoboken, NJ 07030",Worker electrocuted while replacing wire from a transformer.,Fatality,40.744052,-74.0270745,1
IL,7/19/13,"Lomelino's Repair, Virden, IL 62690",Worker fatally crushed between sheets of steel and a workbench.,Fatality,39.5008866,-89.7678746,1
NJ,7/19/13,"PCS Wireless LLC, Florham Park, NJ 07932",Employee for a wireless provider found dead on the floor of a bathroom being renovated.,Fatality,40.787878,-74.3882072,1
NJ,7/19/13,"Testwell Craig, Mays Landing, NJ 08330",Employee died from injuries after work vehicle struck a tree.,Fatality,39.4523385,-74.7276626,1
TX,7/18/13,"Bass Enterprises Production Company, Kermit, TX 79745",Employee killed after falling off a catwalk while testing a tank filled with hydrogen sulfide.,Fatality,31.8576265,-103.0926652,1
ND,7/18/13,"Falco Energy Transportation, Watford City, ND 58854",Worker died from possible hydrogen sulfide exposure. ,Fatality,47.8022412,-103.2832467,1
OH,7/18/13,"Fremont Plastic Products Inc., Fremont, OH 43420",Worker electrocuted while working at a plastics manufacturing facility. ,Fatality,41.3503303,-83.1218634,1
VA,7/18/13,"Martin Tree Services, Belspring, VA 24058",Worker died from 60-foot fall while performing tree trimming and removal services for a private resident.,Fatality,37.188776,-80.6080602,1
KS,7/18/13,"Richard D. Gates, Arkansas City, KS 67005",Worker trampled and killed by cattle being unloaded from semi-truck.,Fatality,37.0619736,-97.0383712,1
AR,7/17/13,"AERT, Springdale, AR 72764",Worker died after a fireball engulfed the room where he was working inside a composite building materials facility.  ,Fatality,36.189715,-94.164095,1
IN,7/17/13,"Fairfield Contractors,  West Lafayette, IN 47906",Worker killed when run over by a trailer truck within construction zone. ,Fatality,40.4258686,-86.9080655,1
SC,7/16/13,"Collum Lumber Products, Allendale, SC 29810",Employee electrocuted after the grinding machine he was operating came into contact with power lines.,Fatality,33.0079345,-81.3084405,1
OH,7/16/13,"Grismer Tire Company, Dayton, OH 45449",Employee died after being pinned between the knuckle of a bachhoe outrigger and the ground. ,Fatality,39.6692118,-84.2436849,1
NE,7/16/13,"J M A Roofing, Omaha, NE 68102",Employee died after falling 30 feet while working on a commercial roofing project.,Fatality,41.2661075,-95.9330455,1
OH,7/16/13,"Shelly & Sands, Columbus, OH 43211",Employee killed after being run over by a dump truck.,Fatality,40.0046112,-82.9824121,1
TX,7/15/13,"Choice Fasteners LLC, Spring, TX 77380",Worker riding as a passenger on a forklift was killed when the forklift overturned crushing him.,Fatality,30.1261952,-95.4672962,1
RI,7/15/13,"International Door Inc., North Kingstown, RI 02852",Worker died after receiving several electric shocks from a live voltage source inside a panel.,Fatality,41.5877721,-71.4655565,1
MN,7/15/13,"Midwest Machinery Company, Howard Lake, MN 55349",Worker fatally crushed by a box of packaged parts while removing banding.,Fatality,45.0612665,-94.0742843,1
OH,7/15/13,"PPG Industries, Barberton, OH 44203",Worker died after becoming trapped in a winder machine while trying to clear a jam. ,Fatality,41.012833,-81.6051221,1
IL,7/15/13,"Tommy M. Castello, Washburn, IL 61570",Two workers drowned after going for a swim to cool off.  ,Fatality,40.919202,-89.2911972,1
OR,7/12/13,"BBC Steel Corporation, Canby, OR 97013",Worker crushed when a piece of steel from a press brake fell on him.,Fatality,45.2622655,-122.6921006,1
CA,7/12/13,"Fuentes Plumbing, Los Angeles, CA 90025",Worker apparently electrocuted while using electric chipping gun to chip concrete inside a 20-foot-deep trench. ,Fatality,34.0448583,-118.4484367,1
IN,7/11/13,"Blaine Miller Services, Fort Wayne, IN 46845",Two workers killed when struck by semi-truck while repairing a broken down truck on side of highway.,Fatality,41.2076817,-85.116815,1
TX,7/11/13,"Consolidated Distributors, Inc. Houston, TX 77018",Employee died from injuries caused by being caught in styrofoam grinder/processor he had been operating.,Fatality,29.8282298,-95.4253757,1
LA,7/11/13,"Gallo Mechanical, LLC, Metaire, LA 70001",Employee died from heat-related injuries while replacing a water heater in a residential home attic.,Fatality,29.9797336,-90.1635442,1
CA,7/11/13,"Gillespi Ag Service, Tulare, CA 93274",Worker killed when caught between the carriage and frame of a poly tank carrier.,Fatality,36.2077288,-119.3473379,1
PA,7/11/13,"Thomas Tree Service Professionals, Sharpsville, PA 16150",Worker died after being ejected from a bucket truck while trimming and cutting tree limbs.,Fatality,41.2592225,-80.4720141,1
OH,7/10/13,"Fore Golf Services, Medina, OH 44256",Employee died from electrical shock while working in an excavation.,Fatality,41.136192,-81.867374,1
AS,7/10/13,"Mc Connell Dowell Constructors, Pago Pago, AS 96799",Employee electrocuted when an electrical arc occurred between a power line and crane.,Fatality,-14.27933,-170.700897,1
CA,7/10/13,"National Park Service Channel Islands National Park, Ventura, CA 93001",Volunteer worker died after falling from the fixed steel ladder of a pier onto a park service boat. ,Fatality,33.9986014,-119.8583772,1
OH,7/10/13,"Yoder Lumber Company, Inc., Millersburg, OH 44654",Employee died after falling eight feet from a flatbead truck.,Fatality,40.5545071,-81.9179198,1
KY,7/9/13,"Fresh Market Inc., Lexington, KY 40502",Worker died after falling from ladder while stocking shelves at market.,Fatality,38.013412,-84.485507,1
OK,7/9/13,"James Mitchell, Nowata, OK 74048",Worker died after falling four stories while painting on a hotel roof.,Fatality,36.700645,-95.6380341,1
TX,7/9/13,"MTech Comfort System, Austin, TX 78702",Employee died from apparent electrocution while working on an A/C unit. ,Fatality,30.2603535,-97.7145152,1
TX,7/9/13,"Superior Group LLC, El Paso, TX 79925",Worker died after being electrocuted while working on light fixtures.,Fatality,31.7950511,-106.3581527,1
MD,7/8/13,"B & B Tree Service, Bittinger, MD 21522",Tree service worker electrocuted by high voltage power lines.,Fatality,39.6093727,-79.2394761,1
KS,7/8/13,"Curtis Hoffman Oil LLC, Claflin, KS 67525",Employee died from exposure to hydrogen sulfide gas while working in an underground saltwater disposal system.,Fatality,38.525011,-98.5336841,1
TN,7/8/13,"E&W Electrical Solutions LLC, Buchanan, TN 38222",Worker electrocuted while removing 277-volt AC wiring.,Fatality,36.4437809,-88.148657,1
TX,7/8/13,"Excell Electric, Irving, TX 75061",Employee died from six-foot fall to concrete after contacting an energized junction box.,Fatality,32.8237425,-96.9584922,1
OR,7/8/13,"Lovett Inc., Portland, OR 97218",Worker killed after work vehicle's brakes failed causing vehicle to crash through a guardrail and roll down a bank.  ,Fatality,45.5775116,-122.6033377,1
ND,7/8/13,"Monarch Tower, New Town, ND 58763",Two employees died after falling about 225 feet while performing maintenance on a communication tower.  ,Fatality,47.9808483,-102.4901804,1
KS,7/8/13,"Myers Pump and Supply, LLC, Claflin, KS 67525",Employee died from exposure to hydrogen sulfide gas while working in an underground saltwater disposal system.,Fatality,38.525011,-98.5336841,1
SD,7/8/13,"US Fish & Wildlife Service, Pickstown, SD 57367",Two employees struck and killed by vehicle while they performed field work for fish and wildlife agency.,Fatality,43.0672168,-98.5320265,1
VA,7/8/13,"Virtexco Corporation , Virginia Beach, VA 23459", Employee died from ruptured spleen after scraping stomach on bar joists while crawling on walk boards in an attic.,Fatality,36.9262849,-76.0203323,1
CA,7/8/13,"Watson Ag Chemicals, Caruthers, CA 93609",Worker died after being runover by a truck.,Fatality,36.5427271,-119.8331965,1
WV,7/7/13,"C&R Downhole Drilling, LLC, West Union, WV 26456",Worker testing a well hole was killed when a fire erupted at a nearby deisel-powered water pump. ,Fatality,39.2964723,-80.777049,1
CA,7/7/13,"Dan Avila & Sons, Turlock, CA 95307",Worker was shot and killed by co-worker's disgruntled spouse who was attempting to shoot the co-worker.,Fatality,37.5350396,-120.9646866,1
WV,7/7/13,"Nabors Completion and Production Services Company, West Union, WV 26456",Worker testing a well hole was killed when a fire erupted at a nearby deisel-powered water pump. ,Fatality,39.2964723,-80.777049,1
OK,7/6/13,"ODW Contract Services, Okmulgee, OK 74447",Worker died from head injuries on his first day on job after his stand-up forklift hit a shelving unit.,Fatality,35.6234367,-95.9605502,1
IN,7/6/13,"Stewart Industrial Maintenance LLC,  Tell City, IN 47586",Worker killed after he slipped and fell 50 feet from platform used to perform tank maintenance.,Fatality,37.9514447,-86.7677663,1
OK,7/6/13,"Tulsa Job Corps, Okmulgee, OK 74447",Worker drowned while swimming at Lake Okmulgee.,Fatality,35.6234367,-95.9605502,1
NY,7/5/13,"Bedford-Carp Construction JV Inc., New York, NY 10004",Employee crushed by pipes that fell from a forklift.,Fatality,40.7038704,-74.0138541,1
CA,7/5/13,"Etchegaray Farms LLC, Richgrove, CA 93215",Worker died from possible heat illness while working at farm.,Fatality,35.7966198,-119.1078814,1
NJ,7/5/13,"Keystone Automotive Industries Inc., Lakewood, NJ 08701",Employee died after falling from a lift in an automotive distribution facility.,Fatality,40.082129,-74.2097014,1
IL,7/5/13,"Metra, Chicago, IL 60601",Worker struck and killed by train while performing track maintenance.,Fatality,41.8841667,-87.6230556,1
IA,7/5/13,"Stickfort Construction Corporation, Waterloo, IA 50701",Worker killed after being buried in trench cave-in.  ,Fatality,42.4927641,-92.3429631,1
AK,7/4/13,"F/V Aleut Sisters, Chignik, AK 99548",Employee died after entering engine space and falling onto rotating propellar shaft of the vessel.  ,Fatality,56.2459142,-158.7637793,1
AK,7/4/13,"F/V Anna Lane, Homer, AK 99603",Worker killed when he was pulled into an anchor winch after becoming entangled in an anchor wire rope.,Fatality,59.6425,-151.5483333,1
AK,7/4/13,"F/V Pauline II, Egeik, AK 99579",Employee died after being trapped in a fire on a marine vessel.,Fatality,58.18414,-157.4521977,1
ND,7/3/13,"Badlands Power Fuels LLC, Watford City, ND 58854",Employee died from possible exposure to chemicals while cleaning the inside of a tank.,Fatality,47.8022412,-103.2832467,1
WI,7/3/13,"Brennan Marine Inc., LA Crosse, WI 54603",Worker dies in tugboat that crashed over the roller gates of a river lock.,Fatality,43.8697353,-91.2794744,1
WV,7/3/13,"Haliburton Energy Services, Jacksonburg, WV 26377",Truck driver killed after being pinned between a bulldozer and work truck.,Fatality,39.5425791,-80.5827272,1
CO,7/3/13,"Midwest Mole Inc., Ordway, CO 81063",Worker struck and killed by a U-shaped metal fastener connected to a pipe line.,Fatality,38.2180608,-103.7560606,1
AR,7/2/13,"Producers Rice Mill Inc., Stuttgart, AR 72160",Employee died from apparent fall from man lift.,Fatality,34.5003748,-91.5526281,1
PA,7/1/13,"Easton Coach Company, Allentown, PA 18103",Employee died from head injuries after falling to the ground from the back of bus/van while loading passenger confined to a wheelchair.,Fatality,40.5719198,-75.4927278,1
AR,7/1/13,"U-Haul Moving & Storage, Fort Smith, AR 72901",Worker died in vehicular accident while moving a cargo truck inside the lot.,Fatality,35.3704608,-94.4130648,1
CA,7/1/13,"Wing Stop, Oak, CA 94608",Two workers shot and killed at retail store in an apparent robbery.,Fatality,37.837959,-122.2824021,1
CA,6/28/13,"Cooper Construction, Yuba City, CA 95993",Worker died from apparent heat stress after suffering a seizure while performing ground preparation.,Fatality,39.1404477,-121.6169108,1
NM,6/27/13,"Border State Electric,  Clayton, NM 88415",Worker killed after being involved in a motor vehicle accident.,Fatality,36.451693,-103.1841039,1
IA,6/25/13,"John Deere Company, Waterloo, IA 50701",Worker died from head injuries after being struck by powered industrial truck.,Fatality,42.4927641,-92.3429631,1
KY,6/25/13,"Kevin Miller, Monticello, KY 42633",Worker died after falling from bucket truck while cutting tree.,Fatality,36.8297937,-84.8491126,1
IA,6/24/13,"Cantril Feed and Grain, Cantril, IA 52542",Worker died after being struck by section of pipe while exiting boom lift that rolled over.,Fatality,40.6441959,-92.069899,1
WA,6/24/13,"Chelan View Orchards Inc., Manson, WA 98831",Worker killed when the orchard tractor fell over six-foot enbankmentrolled down hill and caught fire.,Fatality,47.8847447,-120.1567011,1
IN,6/24/13,"Co-Alliance, Union Mills, IN 46382",Worker killed when an explosion at grain elevator occurred causing worker to fall 100 feet.,Fatality,41.4930116,-86.7774419,1
TN,6/24/13,"Greathouse Landscape Company Inc., LaVergne, TN 37086",Worker killed when lawnmower overturned crushing him.,Fatality,36.0290209,-86.5501654,1
NY,6/24/13,"NYCDOPR, Staten Island, NY 10305",Worker collapsed and died while pruning hedges. Cause of death under investigation.,Fatality,40.5944059,-74.0711359,1
CA,6/22/13,"Duarte Nursery, Hughson, CA 95326",Worker fainted and later died after complaining of chest pains while performing outside bench irrigation work.,Fatality,37.6027244,-120.8664811,1
IN,6/20/13,"RNDS, Indianapolis, IN 46241",Worker died after falling 15-feet through skylight during roofing repairs.,Fatality,39.7260156,-86.2666463,1
IN,6/19/13,"Newtown Farm Services, Veedersburg, IN 47987",Worker died after being pulled into grain flow while clearing blockage in grain bin. ,Fatality,40.1130947,-87.2625101,1
IA,6/19/13,"Recycling Inc. Des Moines, IA 50309",Worker fatally crushed between a garbage truck and parked trailer while directing tow truck.,Fatality,41.5816456,-93.6243133,1
CA,6/18/13,"E Light Electric Services Inc., Desert Center, CA 92239",Worker died of apparent heat-related illness.,Fatality,33.7133313,-115.4004287,1
PR,6/18/13,"Optima Contratista General, Ponce, PR 00716",Worker killed when side walls inside an excavation collapsed.,Fatality,18.0110768,-66.6140616,1
KY,6/17/13,"Townsend Tree Service, Lawrenceburg, KY 40342",Worker suffered fatal fall while cutting tree limbs.,Fatality,38.0372967,-84.8966171,1
CA,6/15/13,"Dick Oykstra Dairy, Ontario, CA 91761",Worker crushed and killed by gate while moving cows.,Fatality,34.0348144,-117.5848025,1
NM,6/15/13,"Xcel Energy, Artesia, NM 88210",Worker electrocuted when power line he was repairing contacted another live power line.,Fatality,32.8423345,-104.4032962,1
CA,6/14/13,"David Dougherty Trucking, Rio Linda, CA 95673",Worker fatally crushed when delivery truck he was repairing fell on him.,Fatality,38.6910138,-121.4485654,1
CA,6/14/13,"Western Waste Management, St. Carson, CA 90745",Worker died after being caught between a forklift and waste cargo trailer. ,Fatality,33.8232001,-118.2585096,1
CA,6/13/13,"Midwest Roofing Company Inc.,   Pico Rivera, CA 90660",Worker died after falling 17 feet from roof.,Fatality,33.9870228,-118.0947106,1
VA,6/13/13,"Schindler Elevator Corporation, Sterling, VA 20166",Worker killed when caught between the elevator cab and an I-beam while making repairs in elevator shaft.,Fatality,39.0066993,-77.4291298,1
VA,6/13/13,"Xylem Tree Experts, Hurley, VA 24620",Worker struck and killed by a tree limb.,Fatality,37.4203914,-82.0201219,1
MI,6/12/13,"B&H Tractor and Truck, Jackson, MI 49201",Worker died from severe burns after trailer struck a gas line causing an explosion and fire.,Fatality,42.3151209,-84.375233,1
NM,6/11/13,"Harwood Engineering Inc., Albuquerque, NM 87107",Worker crushed and killed when 12000-pound boom fell on him while changing the boom crane cylinders.,Fatality,35.1338614,-106.6409198,1
NM,6/11/13,"Outlaw Construction Co., Las Cruces, NM 88012",Worker killed after being struck in chest by a reciprocating saw.,Fatality,32.3199396,-106.7636538,1
MD,6/11/13,"Road Safety LLC, Fulton, MD 20759",Worker struck and killed by vehicle while setting cones for road work.,Fatality,39.1511692,-76.9230507,1
NV,6/9/13,"Securitas Security Services USA, Las Vegas, NV 89106",Worker on security patrol was shot and killed. ,Fatality,36.1922841,-115.1592718,1
LA,6/8/13,"Cargill Salt, Breaux Bridge, LA 70517",Employee died from an apparent electrocution while connecting a bin indicator for a chipping unit.,Fatality,30.2735323,-91.8992837,1
OH,6/7/13,"Equipment Depot Ohio Inc., Sidney, OH 45365",A forklift technician died after slipping and falling backwards  striking head on a guardrail.,Fatality,40.2842164,-84.1554987,1
WI,6/7/13,"Village Mart Inc, Denmark, WI 54208",Employee working under a sport utility vehicle died from crush injuries when the scissor jack lifting the vehicle failed. ,Fatality,44.3477717,-87.8273152,1
KY,6/6/13,"Air Evac Lifeteam DBA Air Evac EMS Inc., Manchester, KY 40962",Three emergency air evacuation workers killed when helicopter crashed.,Fatality,37.1537007,-83.7618641,1
TX,6/6/13,"Charles Book, MILES  TX 76861",Employee drowned after the catloader he was operating fell off of a 30-foot cliff into the river.,Fatality,31.5973798,-100.1823084,1
WV,6/6/13,"Reclaim Company LLC, Fairmont, WV 26555",Driver killed after trying to stop truck when its brakes released causing truck to roll backward and strike him.  ,Fatality,39.4799999,-80.14,1
GA,6/5/13,"Aligned Building Systems LLC, Summerville, GA 30747",Employee killed after falling 30 feet to lower level during demolition activities.  ,Fatality,34.480642,-85.3477343,1
TX,6/5/13,"Georg Fischer Central Plastics LLC, Dallas, TX 75236",Two employees were fatally crushed by polyurethane pipes while loading a flatbed trailer. ,Fatality,32.6901244,-96.937016,1
TX,6/5/13,"Heartland Drilling, Big Spring, TX 79721",Employee died from apparent heat stress while changing out tong heads during drilling operations. ,Fatality,32.2505215,-101.4756724,1
LA,6/5/13,"Industrial Roofing and Construction, West Monroe, LA 71292",Employee died from fall and crushing injuries after the concrete channels collapsed beneath him while removing roof deck.,Fatality,32.5184775,-92.1476353,1
PA,6/5/13,"The Salvation Army, Philadelphia, PA 19103",Two employees died when an adjacent 4-story structure under demolition collapsed onto the roof of the store they were working causing it to collapse. ,Fatality,40.040916,-75.2252664,1
CT,6/4/13,"G&G Enterprises LLC, Westport, CT 06880",Worker died from head injuries after falling 20 feet from a roof. ,Fatality,41.1270095,-73.3590802,1
TX,6/4/13,"Lady Bug Natural Brand, Dripping Springs, TX 78620",Worker killed when auger he was inside fell to ground causing machine's side rails to strike worker's neck.,Fatality,30.1902067,-98.0866781,1
VA,6/4/13,"Sary Painting Inc., Harrisonburg, VA 22801",Worker died after falling nearly 10 feet from ladder while painting townhomes.,Fatality,38.4495688,-78.8689155,1
FL,6/4/13,"Suntree Environment Services Inc., Orlando,  FL 32816",Employee died after being pulled against a tree trunk during felling operations.,Fatality,28.6013431,-81.2009287,1
NY,6/4/13,"Tommy Burton, Staten Island, NY 10307",Employee found dead under tongue of trailer.,Fatality,40.5070853,-74.2443436,1
OK,6/4/13,"Vaughan Foods, Moore, OK 73160",Employee died from head trauma after falling on exterior stairs.,Fatality,35.3459327,-97.4705935,1
NM,6/3/13,"Wilbanks Trucking, Inc., Carlsbad, NM 88220",Worker died after falling 25 feet from a rig structure while trying to hook a chain to a ball hook.,Fatality,32.4206736,-104.2288375,1
NH,6/3/13,"Wilkins Lumber Company Inc., Milford, NH 03055",Employee died after being crushed by the arms of an unblocked front-end loader.,Fatality,42.8353619,-71.6489836,1
TX,6/1/13,"Kraemer-Shows Oilfield Services LLC, Cotulla, TX 78014",Employee died from electrical shock while engaged in repairs to electrical system.,Fatality,28.436934,-99.2350322,1
IL,6/1/13,"Pepsi Beverages, Chicago, IL 60609",Employee died after falling from a ladder while completing a service installation.,Fatality,41.8062766,-87.6482474,1
CA,5/31/13,"Fisher Ranch Corporation, Blythe, CA 92225",Worker found dead in crop field after checking on irrigation pipes.,Fatality,33.6172329,-114.5891744,1
MO,5/31/13,"Future Air Inc., St. Louis,  MO 63123",Worker died after falling from a scaffold while installing tubes for a new HVAC system. ,Fatality,38.5580845,-90.3277829,1
NY,5/31/13,"Lalo's Auto Service Center Inc., Bronx, NY 10452",Employee died after the car lift gave way causing car to fall onto him during repair operations.,Fatality,40.8376318,-73.9212858,1
WA,5/31/13,"Washington State Patrol, Conway, WA 98238",Patrol officer struck and killed by truck.,Fatality,48.3408731,-122.3443124,1
WV,5/30/13,"Edwin Brady Construction Company Inc., PAX  WV 25904",Employee killed after being struck by a clogged and pressurized hose during concrete preparation.,Fatality,37.9098336,-81.2642718,1
CA,5/30/13,"Rialto Concrete Products Inc., Rialto, CA 92377",Worker was crushed by forklift.,Fatality,34.1559542,-117.4027743,1
MS,5/29/13,"Dunn Roadbuilders, Laurel, MS 39440",Worker killed when a weigh pod from a silo fell on him knocking him against a steel beam.,Fatality,31.6940509,-89.1306124,1
TX,5/29/13,"Elliott Construction LLC, College Station, TX 77845",Employee died after being pinned underneath 1500-pound shoring panels during an excavation.,Fatality,30.627977,-96.3344068,1
CA,5/29/13,"Holiday Rock, Chino Hills, CA 91708",Employee killed when work vehicle's tire blew causing worker to hit guard rail. ,Fatality,33.9522626,-117.6493515,1
WI,5/29/13,"K & D Transportation Inc., Adell, WI 53001",Driver died after being pinned between a conveyor belt and the bottom of a semi-truck. ,Fatality,43.6191632,-87.9520364,1
OH,5/29/13,"Nationwide Children's Hospital, Columbus, OH 43205",Employee died after being hit by the hospital shuttle bus while walking on hospital's private road.,Fatality,39.953605,-82.9765267,1
LA,5/29/13,"Olinde's Hardware Supply Company Inc., Lafayette, LA 70506",Warehouse worker died after falling while operating a forklift picker.,Fatality,30.2002897,-92.0763253,1
OH,5/29/13,"Tri-State Floor Covering Supplies Inc., Cincinnati, OH 45241",Employee died after being pinned under the front tire of a powered industrial vehicle. ,Fatality,39.2798828,-84.406761,1
WI,5/29/13,"US Army Reserve, 88th Regional Support Command, Fort McCoy, WI 54656",Worker died from head injuries after vehicle he was repairing dropped pinning him between cab and front bumper.,Fatality,44.0108074,-90.6845627,1
TN,5/28/13,"A&A Express LLC, Jackson, TN 38366",Worker killed after being pinned between rear of truck and landing gear of trailer.,Fatality,35.4825955,-88.7397772,1
RI,5/28/13,"C. R. England, Inc., Providence, RI 02908",Worker killed after being crushed between a truck and loading dock during backing operations.,Fatality,41.842429,-71.386792,1
TX,5/28/13,"Coastal Plating, Corpus Christi, TX 78408",Worker died after being crushed by a large cylinder during sand blasting operations.,Fatality,27.7974628,-97.4462486,1
MO,5/28/13,"Home Decorators Collection Warehouse, Mexico, MO 65265",Warehouse worker died after being crushed by a dockplate during repair and cleaning operations. ,Fatality,39.1730652,-91.887271,1
